,0,1
120,ENSG00000117133,ENSG00000111364
121,ENSG00000243147,ENSG00000132463
122,ENSG00000135521,ENSG00000170445
123,ENSG00000170445,ENSG00000136718
124,ENSG00000168028,ENSG00000149273
125,ENSG00000168028,ENSG00000153207
126,ENSG00000110321,ENSG00000008988
127,ENSG00000171863,ENSG00000008988
128,ENSG00000144867,ENSG00000008988
129,ENSG00000159140,ENSG00000088325
130,ENSG00000140990,ENSG00000160783
131,ENSG00000110321,ENSG00000099995
132,ENSG00000110321,ENSG00000088325
133,ENSG00000149273,ENSG00000265681
134,ENSG00000149273,ENSG00000198034
135,ENSG00000149273,ENSG00000134419
136,ENSG00000149273,ENSG00000089009
137,ENSG00000088325,ENSG00000198700
138,ENSG00000108298,ENSG00000198700
139,ENSG00000119285,ENSG00000160783
140,ENSG00000265681,ENSG00000198034
141,ENSG00000265681,ENSG00000171863
142,ENSG00000265681,ENSG00000089009
143,ENSG00000265681,ENSG00000108298
144,ENSG00000198034,ENSG00000134419
145,ENSG00000198034,ENSG00000108298
146,ENSG00000134419,ENSG00000171863
147,ENSG00000089009,ENSG00000171863
148,ENSG00000119285,ENSG00000171863
149,ENSG00000153207,ENSG00000048162
150,ENSG00000119285,ENSG00000048162
151,ENSG00000134419,ENSG00000108298
152,ENSG00000139726,ENSG00000088325
153,ENSG00000119285,ENSG00000088325
154,ENSG00000108298,ENSG00000089009
155,ENSG00000233927,ENSG00000144713
156,ENSG00000111581,ENSG00000144713
157,ENSG00000089157,ENSG00000144713
158,ENSG00000167658,ENSG00000144713
159,ENSG00000127184,ENSG00000144713
160,ENSG00000175216,ENSG00000204899
161,ENSG00000120699,ENSG00000204899
162,ENSG00000204899,ENSG00000113643
163,ENSG00000233927,ENSG00000133398
164,ENSG00000133398,ENSG00000004779
165,ENSG00000205981,ENSG00000004779
166,ENSG00000127184,ENSG00000004779
167,ENSG00000112651,ENSG00000004779
168,ENSG00000168090,ENSG00000004779
169,ENSG00000092036,ENSG00000111231
170,ENSG00000105849,ENSG00000113712
171,ENSG00000120699,ENSG00000105849
172,ENSG00000155438,ENSG00000105849
173,ENSG00000175216,ENSG00000108654
174,ENSG00000112651,ENSG00000108654
175,ENSG00000088205,ENSG00000108654
176,ENSG00000111581,ENSG00000088205
177,ENSG00000166226,ENSG00000167721
178,ENSG00000126261,ENSG00000167721
179,ENSG00000100220,ENSG00000089157
180,ENSG00000126261,ENSG00000089157
181,ENSG00000088205,ENSG00000089157
182,ENSG00000127184,ENSG00000175216
183,ENSG00000168090,ENSG00000175216
184,ENSG00000113643,ENSG00000175216
185,ENSG00000120699,ENSG00000133398
186,ENSG00000155438,ENSG00000133398
187,ENSG00000166226,ENSG00000113643
188,ENSG00000100220,ENSG00000205981
189,ENSG00000126261,ENSG00000205981
190,ENSG00000101161,ENSG00000113712
191,ENSG00000136897,ENSG00000112651
192,ENSG00000100220,ENSG00000168090
193,ENSG00000155438,ENSG00000168090
194,ENSG00000132676,ENSG00000126261
195,ENSG00000168090,ENSG00000167658
196,ENSG00000082516,ENSG00000167658
197,ENSG00000082516,ENSG00000126261
198,ENSG00000088205,ENSG00000113643
199,ENSG00000138035,ENSG00000061794
200,ENSG00000177954,ENSG00000156482
201,ENSG00000164587,ENSG00000177954
202,ENSG00000177954,ENSG00000197756
203,ENSG00000145833,ENSG00000177954
204,ENSG00000179115,ENSG00000266472
205,ENSG00000156482,ENSG00000163682
206,ENSG00000164587,ENSG00000156482
207,ENSG00000142534,ENSG00000164587
208,ENSG00000197756,ENSG00000142534
209,ENSG00000063177,ENSG00000142534
210,ENSG00000163682,ENSG00000134371
211,ENSG00000100028,ENSG00000134371
212,ENSG00000164587,ENSG00000163682
213,ENSG00000163682,ENSG00000197756
214,ENSG00000063177,ENSG00000163682
215,ENSG00000125107,ENSG00000061794
216,ENSG00000067334,ENSG00000061794
217,ENSG00000145833,ENSG00000061794
218,ENSG00000164587,ENSG00000169230
219,ENSG00000130332,ENSG00000169230
220,ENSG00000130177,ENSG00000169230
221,ENSG00000145833,ENSG00000169230
222,ENSG00000164587,ENSG00000063177
223,ENSG00000167881,ENSG00000100764
224,ENSG00000063177,ENSG00000197756
225,ENSG00000125107,ENSG00000125676
226,ENSG00000129559,ENSG00000125676
227,ENSG00000114503,ENSG00000103035
228,ENSG00000126698,ENSG00000106028
229,ENSG00000130332,ENSG00000106028
230,ENSG00000129559,ENSG00000106028
231,ENSG00000126698,ENSG00000266472
232,ENSG00000126756,ENSG00000189091
233,ENSG00000130816,ENSG00000189091
234,ENSG00000145592,ENSG00000167526
235,ENSG00000126756,ENSG00000167526
236,ENSG00000149554,ENSG00000198258
237,ENSG00000122026,ENSG00000198258
238,ENSG00000143977,ENSG00000198258
239,ENSG00000175792,ENSG00000198258
240,ENSG00000047315,ENSG00000198258
241,ENSG00000113460,ENSG00000147274
242,ENSG00000113460,ENSG00000204574
243,ENSG00000155463,ENSG00000198056
244,ENSG00000167088,ENSG00000143977
245,ENSG00000161057,ENSG00000133226
246,ENSG00000204392,ENSG00000133226
247,ENSG00000149554,ENSG00000111142
248,ENSG00000122026,ENSG00000145592
249,ENSG00000105258,ENSG00000204392
250,ENSG00000089048,ENSG00000175550
251,ENSG00000167085,ENSG00000132424
252,ENSG00000111142,ENSG00000132424
253,ENSG00000161057,ENSG00000132424
254,ENSG00000215021,ENSG00000145592
255,ENSG00000167085,ENSG00000065518
256,ENSG00000167085,ENSG00000215021
257,ENSG00000143977,ENSG00000215021
258,ENSG00000161057,ENSG00000198056
259,ENSG00000105819,ENSG00000175792
260,ENSG00000130816,ENSG00000175792
261,ENSG00000065518,ENSG00000215021
262,ENSG00000215021,ENSG00000204574
263,ENSG00000047315,ENSG00000141367
264,ENSG00000137154,ENSG00000197958
265,ENSG00000137154,ENSG00000083845
266,ENSG00000188186,ENSG00000082898
267,ENSG00000115368,ENSG00000082898
268,ENSG00000164109,ENSG00000100567
269,ENSG00000083896,ENSG00000100567
270,ENSG00000135624,ENSG00000100567
271,ENSG00000149923,ENSG00000117505
272,ENSG00000112972,ENSG00000133119
273,ENSG00000145191,ENSG00000100353
274,ENSG00000164109,ENSG00000154473
275,ENSG00000092108,ENSG00000154473
276,ENSG00000197958,ENSG00000161016
277,ENSG00000083845,ENSG00000161016
278,ENSG00000083845,ENSG00000197958
279,ENSG00000135624,ENSG00000197958
280,ENSG00000135624,ENSG00000126653
281,ENSG00000133119,ENSG00000126653
282,ENSG00000163605,ENSG00000126653
283,ENSG00000133119,ENSG00000117505
284,ENSG00000065183,ENSG00000111361
285,ENSG00000140259,ENSG00000254772
286,ENSG00000165688,ENSG00000133858
287,ENSG00000102786,ENSG00000133858
288,ENSG00000130935,ENSG00000124207
289,ENSG00000087365,ENSG00000124207
290,ENSG00000138663,ENSG00000124207
291,ENSG00000126226,ENSG00000124207
292,ENSG00000102786,ENSG00000131153
293,ENSG00000105364,ENSG00000131153
294,ENSG00000174444,ENSG00000131153
295,ENSG00000175110,ENSG00000165688
296,ENSG00000138663,ENSG00000165688
297,ENSG00000130935,ENSG00000138663
298,ENSG00000113141,ENSG00000107581
299,ENSG00000113141,ENSG00000101444
300,ENSG00000102786,ENSG00000087365
301,ENSG00000138326,ENSG00000087365
302,ENSG00000161970,ENSG00000109475
303,ENSG00000254772,ENSG00000109475
304,ENSG00000105364,ENSG00000109475
305,ENSG00000169021,ENSG00000109475
306,ENSG00000275700,ENSG00000109475
307,ENSG00000138326,ENSG00000109475
308,ENSG00000161970,ENSG00000174444
309,ENSG00000161970,ENSG00000138326
310,ENSG00000105364,ENSG00000100603
311,ENSG00000101166,ENSG00000100603
312,ENSG00000138495,ENSG00000105364
313,ENSG00000198042,ENSG00000174444
314,ENSG00000174444,ENSG00000254772
315,ENSG00000138326,ENSG00000254772
316,ENSG00000169021,ENSG00000105364
317,ENSG00000089737,ENSG00000174444
318,ENSG00000169021,ENSG00000174780
319,ENSG00000275700,ENSG00000174780
320,ENSG00000126226,ENSG00000174780
321,ENSG00000204394,ENSG00000182004
322,ENSG00000138442,ENSG00000182004
323,ENSG00000144231,ENSG00000182004
324,ENSG00000149136,ENSG00000114686
325,ENSG00000125835,ENSG00000108518
326,ENSG00000147586,ENSG00000108518
327,ENSG00000170889,ENSG00000198755
328,ENSG00000122406,ENSG00000198755
329,ENSG00000142676,ENSG00000198755
330,ENSG00000129128,ENSG00000198755
331,ENSG00000170889,ENSG00000122406
332,ENSG00000170889,ENSG00000142676
333,ENSG00000183617,ENSG00000113810
334,ENSG00000181610,ENSG00000113810
335,ENSG00000109534,ENSG00000113810
336,ENSG00000122692,ENSG00000114686
337,ENSG00000180992,ENSG00000114686
338,ENSG00000188529,ENSG00000136875
339,ENSG00000008018,ENSG00000116754
340,ENSG00000090273,ENSG00000116754
341,ENSG00000182774,ENSG00000122406
342,ENSG00000008018,ENSG00000125835
343,ENSG00000090273,ENSG00000125835
344,ENSG00000183617,ENSG00000125835
345,ENSG00000147586,ENSG00000008018
346,ENSG00000180992,ENSG00000008018
347,ENSG00000204394,ENSG00000109534
348,ENSG00000142676,ENSG00000090273
349,ENSG00000109534,ENSG00000090273
350,ENSG00000087470,ENSG00000122406
351,ENSG00000142676,ENSG00000122406
352,ENSG00000138442,ENSG00000181610
353,ENSG00000197102,ENSG00000142676
354,ENSG00000139697,ENSG00000044574
355,ENSG00000112339,ENSG00000044574
356,ENSG00000110700,ENSG00000044574
357,ENSG00000139697,ENSG00000177600
358,ENSG00000170312,ENSG00000112339
359,ENSG00000197170,ENSG00000112339
360,ENSG00000065328,ENSG00000102978
361,ENSG00000171148,ENSG00000115364
362,ENSG00000008324,ENSG00000075624
363,ENSG00000105568,ENSG00000075624
364,ENSG00000177600,ENSG00000110700
365,ENSG00000177600,ENSG00000125691
366,ENSG00000177600,ENSG00000130255
367,ENSG00000110700,ENSG00000125691
368,ENSG00000110700,ENSG00000130255
369,ENSG00000164405,ENSG00000168924
370,ENSG00000197170,ENSG00000168924
371,ENSG00000168883,ENSG00000108424
372,ENSG00000170312,ENSG00000125691
373,ENSG00000127337,ENSG00000182117
374,ENSG00000116752,ENSG00000164405
375,ENSG00000130255,ENSG00000125691
376,ENSG00000136450,ENSG00000182117
377,ENSG00000164405,ENSG00000183684
378,ENSG00000075624,ENSG00000183684
379,ENSG00000182117,ENSG00000130255
380,ENSG00000197170,ENSG00000108424
381,ENSG00000113407,ENSG00000172053
382,ENSG00000147677,ENSG00000172053
383,ENSG00000174243,ENSG00000087263
384,ENSG00000099783,ENSG00000159352
385,ENSG00000087263,ENSG00000159352
386,ENSG00000172809,ENSG00000112306
387,ENSG00000172809,ENSG00000114391
388,ENSG00000051596,ENSG00000105058
389,ENSG00000035928,ENSG00000106399
390,ENSG00000094804,ENSG00000106399
391,ENSG00000196504,ENSG00000164163
392,ENSG00000099800,ENSG00000164163
393,ENSG00000073111,ENSG00000164163
394,ENSG00000109111,ENSG00000099783
395,ENSG00000105058,ENSG00000099783
396,ENSG00000171314,ENSG00000073111
397,ENSG00000100575,ENSG00000094804
398,ENSG00000112306,ENSG00000196504
399,ENSG00000114867,ENSG00000196504
400,ENSG00000112306,ENSG00000114391
401,ENSG00000087263,ENSG00000094804
402,ENSG00000073111,ENSG00000094804
403,ENSG00000011304,ENSG00000114867
404,ENSG00000147677,ENSG00000114867
405,ENSG00000099800,ENSG00000114867
406,ENSG00000010244,ENSG00000114867
407,ENSG00000261236,ENSG00000105058
408,ENSG00000099800,ENSG00000261236
